cbsa_code,metro_name_x,employment,median_wage,metro_name_y,bachelors_or_higher_pct,metro_name,rpp
46300,"Twin Falls, ID",50300,45400,"Twin Falls, ID Metro Area",21.6,"Twin Falls, ID (Metropolitan Statistical Area) *",92.108
46340,"Tyler, TX",115220,42650,"Tyler, TX Metro Area",28.6,"Tyler, TX (Metropolitan Statistical Area)",92.156
46520,"Urban Honolulu, HI",446380,57220,"Urban Honolulu, HI Metro Area",38.5,"Urban Honolulu, HI (Metropolitan Statistical Area)",110.961
46540,"Utica-Rome, NY",118390,48970,"Utica-Rome, NY Metro Area",26.7,"Utica-Rome, NY (Metropolitan Statistical Area)",92.678
46660,"Valdosta, GA",53890,39110,"Valdosta, GA Metro Area",25.5,"Valdosta, GA (Metropolitan Statistical Area)",88.271
46700,"Vallejo, CA",144130,58620,"Vallejo, CA Metro Area",28.8,"Vallejo, CA (Metropolitan Statistical Area)",108.479
47020,"Victoria, TX",38120,43050,"Victoria, TX Metro Area",20.0,"Victoria, TX (Metropolitan Statistical Area)",89.839
47220,"Vineland, NJ",62300,48190,"Vineland, NJ Metro Area",18.9,"Vineland, NJ (Metropolitan Statistical Area)",95.968
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",763060,49430,"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",35.8,"Virginia Beach-Chesapeake-Norfolk, VA-NC (Metropolitan Statistical Area)",97.941
47300,"Visalia, CA",171140,45130,"Visalia, CA Metro Area",16.6,"Visalia, CA (Metropolitan Statistical Area)",99.825
47380,"Waco, TX",129860,46020,"Waco, TX Metro Area",27.5,"Waco, TX (Metropolitan Statistical Area)",92.55
47460,"Walla Walla, WA",25920,53100,"Walla Walla, WA Metro Area",29.8,"Walla Walla, WA (Metropolitan Statistical Area)",98.519
47580,"Warner Robins, GA",76050,48600,"Warner Robins, GA Metro Area",31.1,"Warner Robins, GA (Metropolitan Statistical Area)",93.789
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3136190,71060,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",54.4,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",108.884
47930,"Waterbury-Shelton, CT",160710,51440,"Waterbury-Shelton, CT Metro Area",33.8,"Waterbury-Shelton, CT (Metropolitan Statistical Area)",99.778
47940,"Waterloo-Cedar Falls, IA",84260,47430,"Waterloo-Cedar Falls, IA Metro Area",31.0,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",87.057
48060,"Watertown-Fort Drum, NY",39330,47600,"Watertown-Fort Drum, NY Metro Area",26.5,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",87.69
48140,"Wausau, WI",69530,48790,"Wausau, WI Metro Area",28.1,"Wausau, WI (Metropolitan Statistical Area)",92.651
48260,"Weirton-Steubenville, WV-OH",36220,45840,"Weirton-Steubenville, WV-OH Metro Area",20.8,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",89.024
48300,"Wenatchee-East Wenatchee, WA",51220,49290,"Wenatchee-East Wenatchee, WA Metro Area",27.8,"Wenatchee-East Wenatchee, WA (Metropolitan Statistical Area)",103.855
48540,"Wheeling, WV-OH",58130,44250,"Wheeling, WV-OH Metro Area",23.7,"Wheeling, WV-OH (Metropolitan Statistical Area)",88.323
48620,"Wichita, KS",308570,47630,"Wichita, KS Metro Area",31.8,"Wichita, KS (Metropolitan Statistical Area)",88.946
48660,"Wichita Falls, TX",55550,43210,"Wichita Falls, TX Metro Area",24.9,"Wichita Falls, TX (Metropolitan Statistical Area)",89.513
48680,"Wildwood-The Villages, FL",41300,45830,"Wildwood-The Villages, FL Metro Area",35.3,"Wildwood-The Villages, FL (Metropolitan Statistical Area)",85.424
48700,"Williamsport, PA",49510,46050,"Williamsport, PA Metro Area",24.8,"Williamsport, PA (Metropolitan Statistical Area)",92.35
48900,"Wilmington, NC",191280,45800,"Wilmington, NC Metro Area",39.4,"Wilmington, NC (Metropolitan Statistical Area)",96.422
49020,"Winchester, VA-WV",67740,47070,"Winchester, VA-WV Metro Area",29.4,"Winchester, VA-WV (Metropolitan Statistical Area)",96.45
49180,"Winston-Salem, NC",271980,46380,"Winston-Salem, NC Metro Area",30.8,"Winston-Salem, NC (Metropolitan Statistical Area)",92.043
49340,"Worcester, MA",349880,57830,"Worcester, MA Metro Area",39.7,"Worcester, MA (Metropolitan Statistical Area)",102.523
49420,"Yakima, WA",97010,47810,"Yakima, WA Metro Area",19.2,"Yakima, WA (Metropolitan Statistical Area)",95.545
49620,"York-Hanover, PA",183590,48170,"York-Hanover, PA Metro Area",27.6,"York-Hanover, PA (Metropolitan Statistical Area)",96.0
49660,"Youngstown-Warren, OH",160160,43800,"Youngstown-Warren, OH Metro Area",24.1,"Youngstown-Warren, OH (Metropolitan Statistical Area)",87.394
49700,"Yuba City, CA",51090,49970,"Yuba City, CA Metro Area",19.5,"Yuba City, CA (Metropolitan Statistical Area)",104.233
49740,"Yuma, AZ",68880,44170,"Yuma, AZ Metro Area",16.8,"Yuma, AZ (Metropolitan Statistical Area)",92.706
